,on_demand,seniority,order_size,found_rate,picking_speed,accepted_rate,rating,distance_km,total_minutes
3244,0,4,21,0.8044,3.0,0.96,4.84,4.577987065042289,122.243807216667
3245,0,3,13,0.8398,2.11,1.0,5.0,2.072923373491928,54.0120089333333
3246,1,1,20,0.823,1.9,0.96,4.68,5.091016748917805,113.097163666667
3247,1,4,21,0.8871,2.42,0.791666666666667,4.92,3.079996697442331,143.7589923
3248,0,1,10,0.8899,1.29,0.91304347826087,4.93,1.7644904386341915,40.4221792166667
3249,0,1,41,0.8899,1.29,0.91304347826087,4.93,3.5433251115960585,111.118428083333
3250,1,1,17,0.8404,1.62,0.96,4.76,3.432124820435912,113.213463916667
3251,0,1,65,0.845,2.0,0.96,4.68,3.8709674879533953,162.13748665
3252,1,4,27,0.8251,1.5,0.84,4.79,3.5767452636202486,73.2476040166667
3253,0,1,12,0.8836,1.14,1.0,4.92,3.696315282556831,61.4193108333333
3254,1,1,34,0.8836,1.14,1.0,4.92,3.5433251115960585,107.3150065
3255,0,1,56,0.8491,1.4,0.92,4.8,3.9830357468909066,106.997056116667
3256,0,4,21,0.8859,1.59,0.8,4.76,2.327256948473915,77.9430436833333
3257,0,1,46,0.8731,1.16,0.96,4.84,2.285898863971971,91.8548593
3258,0,1,15,0.9064,1.18,0.92,4.56,4.160937020577839,116.121963733333
3259,0,1,25,0.9064,1.18,0.92,4.56,4.059838679961322,88.0339018833333
3260,0,1,46,0.8619,1.46,0.96,4.84,1.2074917609976503,130.561956033333
3261,0,1,23,0.8842,1.23,0.96,4.8,1.9062387773860447,81.5037541
3262,1,1,13,0.8917,1.15,0.92,4.52,4.23388346617707,46.024398
3263,0,1,41,0.8917,1.15,0.92,4.52,0.4457037549603007,70.2371275
3264,0,1,20,0.8384,1.23,0.92,4.92,1.5629358174063217,58.2841021666667
3265,1,1,26,0.8576,1.16,1.0,5.0,1.4131792791422662,72.1796584833333
3266,0,1,25,0.8857,1.39,1.0,4.72,2.2850304861162534,108.072943633333
3267,1,4,8,0.8014,1.88,0.88,4.92,2.7075354288963487,69.7074584333333
3268,1,1,22,0.8494,1.88,1.0,4.88,4.088906156021852,118.99114845
3269,0,4,23,0.8655,2.92,0.68,4.63,2.0618230584005253,104.611928733333
3270,1,1,22,0.8397,1.82,1.0,4.72,2.6295518053200544,111.1053519
3271,0,2,20,0.8633177727784027,2.19,1.0,4.849341890790547,3.487090666183423,117.737959366667
3272,0,1,45,0.8827,1.05,0.954545454545455,4.93,2.2076688217032387,96.2034164833333
3273,0,1,12,0.8406,1.58,0.882352941176471,4.91,3.948130972784872,57.2983230833333
3274,0,1,23,0.8406,1.58,0.882352941176471,4.91,3.706221188564723,64.1294586333333
3276,0,1,6,0.8808,1.33,0.92,4.72,0.4220011937528382,73.4770303166667
3277,1,1,15,0.8808,1.33,0.92,4.72,3.175629305744992,68.63704515
3278,0,1,12,0.8808,1.33,0.92,4.72,0.5740729111201681,77.4047137
3279,1,1,19,0.8808,1.33,0.92,4.72,2.2444616383186555,56.6335116666667
3280,1,1,12,0.8611,1.69,0.92,4.76,2.1604636880482286,71.2034399833333
3281,0,1,45,0.8611,1.69,0.92,4.76,2.501512612139925,142.7805556
3282,0,1,14,0.8635,1.88,0.96,4.76,3.281189179002963,67.62750785
3283,1,1,14,0.8429,1.33,0.96,4.84,2.270129986505144,128.095382733333
3284,0,1,31,0.8616,1.29,0.96,4.96,2.1480022158769727,89.7695296666667
3285,1,1,30,0.8616,1.29,0.96,4.96,3.588428245831148,94.9172536833333
3286,1,1,12,0.8595,1.31,0.96,4.92,2.286196063088201,52.955075
3287,1,4,11,0.8635,1.56,0.84,4.68,3.255959732982803,101.090112933333
3288,0,3,29,0.8828,2.12,0.88,5.0,3.9183871088663937,108.1708351
3289,1,3,7,0.8828,2.12,0.88,5.0,1.243754823283334,47.3140442833333
3290,1,3,14,0.8828,2.12,0.88,5.0,1.6843714764004405,59.1964075333333
3291,0,3,9,0.8828,2.12,0.88,5.0,0.3326124140800688,74.8727870833333
3292,1,1,19,0.8836,1.28,1.0,4.96,1.2675592949164356,52.1415809333333
3293,1,4,6,0.8667,3.12,0.8,5.0,3.224108854213067,95.9245437666667
3296,1,4,8,0.8712,2.24,0.76,4.92,3.651478285761037,77.4302605
3297,0,4,38,0.7944,1.21,0.88,4.72,1.4042892287585098,102.345479066667
3298,0,4,20,0.8182,3.42,0.75,4.77,3.1264555041183004,148.9222668
3299,0,4,25,0.8182,3.42,0.75,4.77,3.825231610473851,130.450648966667
3300,0,4,14,0.8182,3.42,0.75,4.77,4.198572156257257,170.495899516667
3303,1,1,7,0.8789,1.4,0.88,4.96,3.3730679862688357,49.3041790833333
3304,0,1,58,0.8789,1.4,0.88,4.96,1.9765909479180928,113.898497766667
3305,0,3,34,0.8645,2.18,0.88,4.76,1.6915383474063967,141.9088861
3306,0,3,18,0.8645,2.18,0.88,4.76,1.7076747046718197,90.58065655
3307,1,1,41,0.8811,1.55,0.96,4.96,1.166284063605733,106.057162433333
3309,1,1,2,0.8811,1.55,0.96,4.96,1.4354625699483443,46.8461283833333
3310,1,1,25,0.8811,1.55,0.96,4.96,4.437037195866047,130.401416933333
3311,1,3,14,0.86,2.2,0.88,4.92,3.416293156060749,102.205896083333
3312,1,4,3,0.8483,3.06,1.0,4.92,2.644595505296599,62.0741598833333
3313,0,3,35,0.8606,1.94,1.0,4.87,6.88626243633429,130.5184764
3314,0,4,11,0.8122,3.45,0.72,5.0,3.0787199205152698,127.353439433333
3315,0,1,15,0.8424,1.4,1.0,4.76,4.437335048324133,53.7840001666667
3316,0,4,4,0.8338,2.14,0.84,4.84,2.3897086722804093,57.35774595
3318,1,4,9,0.8132,2.11,0.8,4.88,2.3902599351547047,102.700041566667
3319,1,1,32,0.8421,1.03,1.0,4.84,2.4582919682501694,88.5873994666667
3320,0,1,51,0.8608,1.0,0.92,4.88,1.5226354866751255,93.9567414666667
3321,1,1,32,0.8608,1.0,0.92,4.88,0.8294733754621559,76.68880765
3322,0,1,14,0.8812,1.33,0.96,4.92,4.48067750715018,53.3242314333333
3323,0,1,19,0.8812,1.33,0.96,4.92,1.7509159181289355,77.7213068666667
3324,0,1,17,0.8812,1.33,0.96,4.92,2.578503394518916,60.0945802166667
3325,0,4,13,0.8687,2.0,0.72,4.72,3.844472912169524,56.99441695
3326,0,1,13,0.8562,1.6,1.0,4.96,2.338232238359442,74.5564307
3328,0,1,27,0.8587,1.73,1.0,4.72,3.053294140392591,93.9777393833333
3329,1,1,18,0.8587,1.73,1.0,4.72,4.092817099274993,59.9633428666667
3330,0,4,17,0.8703,2.0,0.64,4.96,1.8963629376410664,114.953226416667
3331,0,4,16,0.8703,2.0,0.64,4.96,1.4111854805779744,73.6067063333333
3332,0,1,12,0.8519,1.6,0.96,4.76,1.774335280532175,98.8576499833333
3333,0,1,31,0.9,1.33,0.941176470588235,4.92,1.9441561321137144,86.1082234333333
3334,1,1,19,0.9,1.33,0.941176470588235,4.92,4.265368685650265,120.267771466667
3335,0,1,12,0.865,1.2,1.0,4.92,3.366167640426988,84.5992787
3336,0,1,43,0.8778,1.09,0.88,4.52,0.577388567704239,59.6344431333333
3337,0,1,14,0.8581,1.36,0.96,5.0,3.5469764037036446,54.14562015
3338,0,1,13,0.8887,1.58,0.96,4.72,1.904802926699751,117.412361666667
3339,0,1,26,0.8887,1.58,0.96,4.72,1.1653469907005862,105.026284066667
3340,0,1,20,0.878,1.04,0.96,4.96,2.283956034261841,81.0143826333333
3341,1,1,10,0.878,1.04,0.96,4.96,1.5720641179237789,36.9376380333333
3342,0,1,22,0.8513,1.74,1.0,4.88,2.3462719785704187,144.915293983333
3343,0,1,16,0.8742,1.26,0.88,5.0,2.776825329916764,65.21839325
3344,1,1,16,0.8742,1.26,0.88,5.0,3.2755584439571352,69.2117106833333
3345,0,1,46,0.8742,1.26,0.88,5.0,3.4406784553539427,92.7523037666667
3346,1,4,8,0.8328,1.88,0.96,4.84,1.7365225119054577,51.6942053333333
3347,0,4,44,0.8689,1.23,0.84,4.76,4.474661251461927,119.8359623
3348,1,1,12,0.8787,1.33,0.88,4.88,3.6406992424529,79.1738933333333
3349,0,4,17,0.8112,2.8,0.88,4.84,3.0008622111260004,82.2688522666667
3350,0,1,17,0.8275,1.83,0.88,4.68,2.2938375142875724,62.8919468166667
3351,1,1,41,0.8275,1.83,0.88,4.68,1.896519377938844,101.84486935
3353,1,1,17,0.8345,2.0,0.96,4.88,2.912626100395263,96.8620794833333
3354,0,1,18,0.8345,2.0,0.96,4.88,2.599582200028864,113.008503483333
3355,1,1,12,0.8828,1.45,0.92,4.84,2.5899152516089834,77.8523207
3356,1,1,17,0.8828,1.45,0.92,4.84,4.626010609232767,102.077452133333
3357,1,1,29,0.8642,1.45,0.88,4.84,4.40374827784806,71.30966975
3358,1,4,6,0.8466,2.43,0.76,4.84,2.447528001002075,40.2400173166667
3359,0,4,19,0.9143,1.87,0.72,5.0,3.0411685606906094,139.9473345
3360,0,4,14,0.9143,1.87,0.72,5.0,2.8921058622106983,142.625387883333
3361,0,1,21,0.8621,1.45,1.0,4.849341890790547,1.3939696428221982,90.20305345
3362,1,3,1,0.7794,2.33,0.92,4.94,2.1218059962735505,36.2396181
3363,0,4,9,0.8463,1.75,0.76,4.76,2.443385216271554,86.0466308166667
3364,1,4,18,0.8159,1.82,0.72,4.81,2.5216947500196363,99.8867555833333
3365,1,4,4,0.8159,1.82,0.72,4.81,2.2245895018631674,52.9395155833333
3366,0,1,31,0.8506,1.29,0.92,5.0,2.4861226881134404,77.30923255
3367,1,3,38,0.8765,1.39,1.0,4.72,2.8557707647520734,153.221842133333
3368,1,3,16,0.8653,2.22,1.0,4.96,1.8934609697559817,89.3619638333333
3369,0,3,7,0.8653,2.22,1.0,4.96,1.393423856824036,81.9729224
3370,0,3,43,0.8655,2.21,0.92,4.6,1.17329219249862,134.816846383333
3371,1,1,21,0.8918,1.31,1.0,4.84,1.1999336681799224,63.7664392
3372,0,1,20,0.831,1.77,0.92,4.75,1.9198455402792327,62.6273011166667
3373,0,3,4,0.8485,3.2,1.0,5.0,3.975811592287138,68.71391315
3374,0,1,32,0.8579,1.1,0.96,4.56,1.3156779812711723,79.5609499
3375,1,1,11,0.8579,1.1,0.96,4.56,3.485655177525905,59.0552473166667
3376,1,1,18,0.8818,1.11,1.0,4.92,4.081328597131903,80.6918202833333
3377,0,1,35,0.8724,1.5,0.88,4.84,1.301847843389954,95.0716722666667
3378,0,1,37,0.8724,1.5,0.88,4.84,1.5226354866751255,140.99481775
3379,0,1,30,0.8724,1.5,0.88,4.84,1.7134848854651106,121.294270733333
3381,1,4,15,0.8732,1.45,0.8,4.95,0.8395579572546369,110.600926133333
3382,1,1,11,0.873,1.41,0.92,4.88,1.604678968456119,45.59852565
3384,1,1,22,0.856,1.59,0.96,4.96,1.6013452555502012,65.3875254666667
3385,1,1,19,0.856,1.59,0.96,4.96,3.1303485498039305,69.6387443
3386,0,3,32,0.8418,2.09,0.92,5.0,1.810511338845928,99.9606715833333
3387,0,3,21,0.8418,2.09,0.92,5.0,1.153704493497315,100.340188183333
3388,0,1,46,0.9051,1.49,0.92,4.88,4.3735641214792125,96.2663826666667
3389,0,2,4,0.8633177727784027,2.19,0.9170133784336324,4.849341890790547,2.370596355390457,85.2530180333333
3390,1,1,17,0.8998,1.66,0.92,4.92,5.404102279367005,139.6199626
3391,0,1,22,0.89,1.36,1.0,5.0,2.13367522102771,96.76771745
3392,1,1,20,0.89,1.36,1.0,5.0,3.700179108278789,111.777319066667
3393,1,3,2,0.8208,1.87,0.96,5.0,3.1009709716432994,81.8040586666667
3394,0,1,38,0.8473,1.4,1.0,4.96,2.8696242276078414,94.0631657
3395,0,4,7,0.8677,2.4,0.64,4.8,1.948513922593476,37.0866736333333
3396,0,4,12,0.8677,2.4,0.64,4.8,2.2617356392430525,80.6744845833333
3397,1,4,28,0.8686,1.53,0.84,4.8,4.092817099274993,69.7568087833333
3398,0,4,11,0.7826,3.38,0.84,4.92,4.2061758571428935,90.6988181666667
3399,0,3,12,0.82,2.06,0.88,4.96,3.2359054493380386,68.0227911333333
3400,0,3,10,0.82,2.06,0.88,4.96,1.9062387773779208,54.3009791333333
3401,0,1,17,0.8616,1.42,1.0,4.64,3.200224957517208,105.92386095
3402,1,1,51,0.8667,1.47,1.0,4.72,1.1599517351633826,139.505016566667
3403,0,2,16,0.8633177727784027,2.19,0.9170133784336324,4.849341890790547,4.160937020577839,99.3134479333333
3404,1,1,14,0.8839,1.28,0.96,4.6,4.018208615550537,140.6011534
3405,0,1,27,0.8839,1.28,0.96,4.6,2.203822774080525,99.7385709166667
3406,0,1,29,0.9124,1.77,1.0,4.92,0.6345551114794048,107.418606116667
3407,0,3,5,0.8889,2.5,1.0,5.0,4.3529142614476175,65.4492462166667
3408,1,3,31,0.8889,2.5,1.0,5.0,3.3730679862688357,96.61713435
3409,0,1,16,0.8586,1.38,1.0,4.96,1.2849387010226268,52.3034153
3410,1,1,30,0.8613,1.28,1.0,4.52,3.519796341014241,86.3698348833333
3411,0,1,14,0.867,1.28,0.96,5.0,1.3190042855594817,54.1731699333333
3412,0,1,13,0.8629,1.32,1.0,4.92,3.0871827854172453,107.389459
3413,1,1,12,0.8842,1.12,1.0,4.8,4.312019847498408,143.43841435
3414,0,1,15,0.8536,1.56,0.96,4.88,1.3735621371654263,65.9421821666667
3415,0,1,17,0.8376,1.53,1.0,4.88,3.2595559280670443,71.9534313666667
3416,1,1,32,0.8376,1.53,1.0,4.88,1.4636097006847577,75.1480498833333
3417,1,1,16,0.8376,1.53,1.0,4.88,1.4921881675251278,58.0576467666667
3418,1,1,18,0.8376,1.53,1.0,4.88,3.338395372810811,60.1718712166667
3419,1,1,15,0.8756,1.33,1.0,4.88,1.5183549901339553,50.6553683333333
3420,1,1,11,0.8761,1.85,0.96,4.83,3.918816912372876,86.2062152
3421,1,1,19,0.8761,1.85,0.96,4.83,3.1173592539178783,94.15898425
3422,0,1,11,0.871,1.77,1.0,4.88,2.112512312034869,42.21438875
3423,0,3,29,0.8743,2.42,1.0,4.8,2.1202219181520587,94.9945547333333
3424,1,1,38,0.8424,1.28,1.0,4.96,3.0090636755892888,92.5570975166667
3425,1,1,21,0.8768,1.64,0.96,4.88,3.9731647477195633,55.7121551333333
3426,1,1,3,0.8842,2.0,0.944444444444444,4.83,5.950398446071285,43.3102896166667
3427,1,4,6,0.8473,1.38,0.84,4.8,1.5270962143449398,56.926094
3428,0,4,34,0.8538,1.73,0.84,4.64,5.012305376380285,99.0015249166667
3429,0,1,62,0.8973,1.24,0.92,4.63,4.230966875096598,117.3895419
3430,1,1,29,0.8754,1.2,0.92,4.92,1.7245079608152043,66.6225170166667
3431,1,1,20,0.8754,1.2,0.92,4.92,1.2913756969620154,54.37561645
3432,1,1,15,0.9043,1.12,0.96,4.88,1.823535994794606,47.1382677833333
3433,0,3,37,0.827,2.33,1.0,4.8,1.1867875108010455,87.4888805166667
3434,1,1,9,0.8777,1.76,0.88,4.8,4.181954989253431,71.9635925
3435,1,1,17,0.86,1.7,0.92,4.68,2.6360673979257445,80.0657327666667
3436,1,2,8,0.8633177727784027,2.19,0.9170133784336324,4.849341890790547,3.385992190254441,81.9956141666667
3437,0,3,51,0.8368,1.91,0.96,5.0,2.067155050730622,123.680072833333
3438,1,1,13,0.8706,1.11,0.88,4.72,3.72791347620418,51.0564487833333
3439,0,1,20,0.8602,1.63,0.92,4.84,2.2954305624352718,109.6154276
3440,0,4,23,0.8182,2.76,0.72,4.84,3.363649251644698,87.5670352
3441,0,1,9,0.8263,1.73,0.96,4.84,2.30302506627378,101.733873216667
3442,1,1,12,0.8637,1.08,1.0,4.76,1.3988618820071783,67.0807478166667
3443,0,1,33,0.8409,1.03,0.96,4.88,4.483483674450793,71.8090105833333
3444,0,1,40,0.8603,1.63,0.96,4.92,4.102070538435855,160.363266883333
3445,0,1,43,0.8491,1.81,1.0,4.76,1.6003858323863724,152.9526697
3446,1,1,19,0.8491,1.81,1.0,4.76,2.276242316786649,81.81199435
3447,1,4,4,0.8999,1.24,0.76,4.56,1.4967861117856636,36.92244435
3448,1,1,14,0.8415,2.0,1.0,4.83,2.36065108644554,70.09750315
3449,0,3,38,0.8333,2.62,0.92,4.92,2.1304536477932228,98.6112830166667
3450,0,1,32,0.887,1.6,0.96,4.92,1.565209993916992,90.8397837666667
3452,1,3,5,0.8842,2.38,0.92,5.0,2.4901028068657247,53.7067164166667
3454,1,1,10,0.8723,1.08,0.92,5.0,3.900114948710502,51.5888997
3456,0,1,56,0.8458,1.67,0.96,4.96,3.3629248930309057,168.672897366667
3457,1,1,19,0.8744,1.5,0.92,4.92,0.8724402738867537,55.8320714666667
3458,1,3,9,0.8731,2.02,0.92,4.79,3.7032298785171727,83.5342846333333
3459,1,1,13,0.8894,1.25,0.96,4.88,4.5401847718073,129.9565062
3460,1,1,22,0.8605,0.91,0.88,4.92,2.0645993984257607,50.8925127333333
3461,1,4,2,0.7838,2.4,0.96,4.96,0.8932477632197695,49.2396183166667
3462,0,1,1,0.8624,1.62,1.0,4.96,2.413033488530172,46.4381575166667
3463,0,1,2,0.8624,1.62,1.0,4.96,2.2079260224647035,74.4144254333333
3464,0,4,13,0.7838,2.4,0.96,4.96,3.669623615519598,78.9425919333333
3465,0,1,32,0.9363,1.67,1.0,4.84,1.3504544742981677,77.0082089
3466,0,1,5,0.8789,0.85,0.96,4.92,1.3111359618399336,30.5247470166667
3467,1,1,16,0.8789,0.85,0.96,4.92,1.7396936500171842,50.8699352166667
3468,0,1,37,0.8789,0.85,0.96,4.92,1.165297776826472,63.87400335
3469,0,1,28,0.8201,1.65,1.0,4.92,2.160544424203698,98.6623049
3470,1,3,5,0.8724,2.67,0.92,4.96,1.9153035706157344,39.6556705166667
3471,0,3,19,0.8724,2.67,0.92,4.96,1.163256218296377,81.32017425
3472,1,1,40,0.8659,1.64,0.92,4.92,2.1329102801506465,110.931801316667
3473,1,3,4,0.8679,2.14,1.0,4.88,0.4525949944358815,26.5266522166667
3474,1,3,29,0.8679,2.14,1.0,4.88,0.7971493973676015,70.76920435
3475,0,1,25,0.871,0.95,0.92,4.96,0.8997133539965528,92.1497548166667
3476,0,3,20,0.8345,1.24,0.96,4.96,1.7130593917035457,70.9726666333333
3477,1,1,14,0.9172,1.0,0.88,4.96,1.6138726711204807,66.8812487833333
3478,1,1,14,0.8804,1.22,0.96,4.96,1.0630787183630892,46.8611689166667
3479,0,1,33,0.8804,1.22,0.96,4.96,1.645941101802897,72.9016784
3480,1,1,21,0.8804,1.22,0.96,4.96,1.4435331492437622,41.7163950166667
3481,0,1,27,0.8804,1.22,0.96,4.96,0.7642518273913131,68.3910323666667
3482,1,1,34,0.8702,1.44,0.92,4.76,1.1975215235720704,80.46034555
3483,0,1,62,0.8702,1.44,0.92,4.76,1.893578872550905,137.699125166667
3484,0,1,24,0.8702,1.44,0.92,4.76,1.7886767432443933,64.90793055
3485,1,1,23,0.8702,1.44,0.92,4.76,1.2116217870627255,99.8190781166667
3486,0,1,29,0.8528,1.5,1.0,4.64,1.5564165211508525,67.2463128
3487,1,1,12,0.8528,1.5,1.0,4.64,1.8916140316432415,43.68941185
3488,1,1,32,0.8528,1.5,1.0,4.64,0.6501260739553603,72.6331545
3489,1,1,12,0.8946,1.42,1.0,4.84,2.3171113142567537,52.7712956666667
3490,1,1,12,0.8595,1.54,0.96,4.64,1.7625821809216224,47.4861584833333
3491,1,1,29,0.8595,1.54,0.96,4.64,1.7878636595934376,79.2319900833333
3492,1,1,53,0.8429,1.25,0.96,4.52,1.200784031679328,88.5374885666667
3493,1,1,22,0.8727,1.18,0.96,4.56,1.5597053730035215,99.5926316833333
3494,0,1,7,0.8727,1.18,0.96,4.56,1.4749287635010289,104.511899916667
3495,1,1,16,0.8727,1.18,0.96,4.56,0.2265248759014512,48.9551862833333
3496,1,1,18,0.8727,1.18,0.96,4.56,0.7303243677795893,59.97946185
3497,0,1,11,0.8727,1.18,0.96,4.56,1.1906084469700886,89.0223908833333
3498,0,1,52,0.8704,1.28,0.92,4.76,1.5012457788210964,164.665893283333
3499,1,3,16,0.8665,2.38,1.0,4.92,0.8044449420264744,50.9488468333333
3500,0,1,2,0.8577,1.1,0.92,4.92,0.3497132043164551,92.6099668833333
3501,1,1,7,0.8624,1.69,1.0,4.88,2.2080200326945616,108.532704233333
3502,1,1,33,0.8871,1.32,1.0,4.92,2.2811433829710555,89.1960248166667
3503,1,1,22,0.8871,1.32,1.0,4.92,1.1673400707362562,76.0111977666667
3504,0,1,18,0.8659,1.14,0.96,4.92,1.1309828817761445,54.0056621833333
3505,1,1,9,0.8758,1.0,0.92,4.92,1.0092725939429843,56.0675011
3506,1,4,8,0.8549,1.83,0.76,4.64,2.737630548289505,71.15192265
3507,0,1,41,0.9157,0.86,0.92,4.96,1.8599670770399237,78.8180117333333
3508,0,1,32,0.9157,0.86,0.92,4.96,1.5080073793502269,111.197643533333
3509,0,1,14,0.8842,1.3,1.0,4.68,1.5686870278279663,39.56754595
3510,1,1,12,0.8842,1.3,1.0,4.68,1.5320587770674996,68.1383622666667
3511,1,1,11,0.8842,1.3,1.0,4.68,1.989039653224588,43.9259089
3512,1,1,31,0.8842,1.3,1.0,4.68,1.1968712346789063,68.1995890333333
3513,1,1,12,0.8842,1.3,1.0,4.68,1.1056949100421567,40.4932855
3514,1,1,19,0.862,1.28,0.92,4.96,2.1606135827359654,46.4845190833333
3515,1,1,36,0.8904,1.4,1.0,4.96,0.983506368096172,95.6901707
3516,1,4,11,0.8662,2.06,0.76,4.92,1.1471593285813886,52.9550224333333
3517,1,1,39,0.8592,1.25,1.0,5.0,1.836445592598714,77.2948924833333
3518,1,1,5,0.8592,1.25,1.0,5.0,1.6500341011277135,44.4345910666667
3519,0,1,18,0.8649,1.44,0.88,4.84,1.0649537637186697,45.27622905
3520,0,1,17,0.8649,1.44,0.88,4.84,1.69440587606219,57.2719375166667
3521,1,1,21,0.8811,1.12,0.92,4.92,1.3554013219001793,52.54871775
3522,1,1,24,0.8811,1.12,0.92,4.92,1.7130593917035457,67.2527317
3523,0,1,21,0.8811,1.12,0.92,4.92,1.7615731282534548,51.6746395666667
3524,0,1,28,0.8811,1.12,0.92,4.92,1.6204049720191012,55.9373939333333
3525,0,1,35,0.8811,1.12,0.92,4.92,0.422366274266689,59.7620780166667
3526,1,1,14,0.896,1.03,1.0,4.88,1.5893847081044865,45.52859595
3527,1,1,16,0.896,1.03,1.0,4.88,1.2096346743961224,58.5439982166667
3528,1,1,9,0.896,1.03,1.0,4.88,0.7565129352464107,41.85832415
3529,0,1,22,0.896,1.03,1.0,4.88,2.1219227509551137,58.91894815
3531,0,1,20,0.8474,1.56,0.96,4.68,2.5080945877229963,64.120133
3532,0,3,19,0.8755,2.11,1.0,4.96,2.687750336039752,91.1237244833333
3533,1,4,13,0.8963,2.42,0.8,4.88,1.4467371336119377,54.782378
3534,1,1,11,0.8827,1.0,0.96,4.6,0.7952998285674087,74.2512714666667
3535,0,1,29,0.8682,1.55,1.0,4.64,1.3451896828037049,74.6561641166667
3536,0,1,4,0.8945,1.78,0.92,5.0,1.1771556267575871,68.4830229166667
3537,0,1,53,0.8945,1.78,0.92,5.0,1.070200975709423,112.93323085
3538,0,1,11,0.8945,1.78,0.92,5.0,1.5512207332953487,73.8080762
3539,1,1,17,0.8959,1.13,1.0,4.8,1.5939065428424186,45.3444733166667
3540,1,1,17,0.8959,1.13,1.0,4.8,1.7615658544367088,55.3110873333333
3541,1,1,29,0.8959,1.13,1.0,4.8,1.82519512579246,67.2996014666667
3542,0,1,25,0.9156,1.36,1.0,4.84,1.9431380576890804,55.1435190166667
3543,0,1,3,0.8998,1.15,0.92,4.92,2.6382872992993947,63.5322792
3544,1,3,5,0.871,2.24,0.96,4.92,0.992692246959412,44.4907861333333
3545,0,1,27,0.8732,1.29,0.92,4.96,1.6505286985015075,62.2265609166667
3546,0,1,34,0.8764,1.5,0.88,4.72,1.4421353218547506,94.80829865
3547,1,1,6,0.8764,1.5,0.88,4.72,1.1550316520807289,53.9759575333333
3548,0,1,34,0.8636,1.1,0.96,4.8,1.494383599373568,65.3867515166667
3549,1,1,42,0.8779,0.82,0.92,4.96,2.205938054893638,65.0350000166667
3550,0,1,35,0.8779,0.82,0.92,4.96,0.7351404929277945,68.6562166666667
3551,1,1,38,0.8779,0.82,0.92,4.96,1.528706855865407,69.4156213166667
3552,1,3,8,0.864,2.08,0.96,4.96,1.0161265974161249,78.2854552
3553,1,4,9,0.8796,3.12,0.88,4.79,1.9227160020374807,87.0189331
3554,1,4,7,0.881,1.62,0.8,4.96,2.214806744601594,66.6218374
3555,0,4,22,0.881,1.62,0.8,4.96,1.4325451742142128,89.4268700333333
3556,1,4,29,0.881,1.62,0.8,4.96,1.9555244516582275,54.1935144666667
3557,1,4,14,0.881,1.62,0.8,4.96,0.4772102797368187,55.4258375
3558,1,1,11,0.8649,1.51,1.0,5.0,2.31905485481618,52.4325511166667
3559,0,1,42,0.8465,1.73,1.0,5.0,1.163470079854353,120.20822865
3560,1,1,11,0.8558,1.29,1.0,4.96,2.318967273018963,51.2662861666667
3561,1,1,16,0.8558,1.29,1.0,4.96,0.8087706420324836,48.2464718333333
3562,1,1,29,0.8885,1.74,0.88,4.84,1.0904942439465226,81.1518449333333
3563,1,1,9,0.8899,1.38,0.92,4.92,1.6967363513102225,72.84894245
3564,1,1,13,0.8899,1.38,0.92,4.92,1.5616649162720715,83.1524709833333
3565,0,1,59,0.8899,1.38,0.92,4.92,1.1444643928992215,121.764321516667
3566,0,3,14,0.8188,2.64,0.92,4.92,0.8272219259625845,77.2729239833333
3567,0,3,31,0.8188,2.64,0.92,4.92,1.2654712006978046,88.8047536833333
3568,0,1,16,0.8921,1.24,0.92,4.88,1.4262566923527644,48.9412694333333
3569,1,1,13,0.8552,1.35,1.0,4.8,1.597593764888718,50.8920107166667
3570,0,1,24,0.8552,1.35,1.0,4.8,1.0817049808519723,51.1181406333333
3571,0,1,24,0.8765,1.52,1.0,4.96,1.7358616570340866,58.5642008166667
3572,0,1,11,0.8765,1.52,1.0,4.96,0.91012547335513,51.4638052333333
3573,1,1,9,0.8919,1.07,0.92,4.76,0.4850529056326244,22.6165971
3574,0,1,16,0.8919,1.07,0.92,4.76,2.017513141749035,75.9883282333333
3575,0,1,21,0.8919,1.07,0.92,4.76,1.679723292212139,47.3867935333333
3576,1,1,36,0.8919,1.07,0.92,4.76,2.63658096969772,66.4146698833333
3577,1,3,27,0.8773,2.27,0.88,4.92,1.8946107711720788,77.8355036666667
3578,0,4,17,0.8837,1.83,0.76,4.96,1.2111442968189083,73.4766457333333
3579,1,4,6,0.8837,1.83,0.76,4.96,0.860734682707571,37.4356946666667
3580,1,4,4,0.8837,1.83,0.76,4.96,2.014673871367179,42.5635008166667
3581,1,1,11,0.8913,1.31,0.92,4.76,0.8136020772704025,77.7355380333333
3584,0,4,32,0.852,1.79,0.72,4.96,0.2981641610273379,87.9474417666667
3585,0,1,38,0.8487,1.56,0.92,4.96,2.874161854155806,100.626332583333
3586,1,1,14,0.8725,1.81,0.92,4.72,2.6492394745416865,77.89866445
3587,1,1,26,0.8656,1.2,1.0,4.73,2.282937530456393,56.82595945
3588,0,1,18,0.8665,1.75,0.96,4.68,1.0663569379663234,67.1554038166667
3589,1,1,8,0.8665,1.75,0.96,4.68,1.1379855096383844,31.7128340333333
3590,1,4,49,0.8698,1.32,0.84,4.88,2.591977217506193,95.4764706166667
3591,0,1,12,0.8535,1.29,0.96,4.84,0.1880276540416956,57.2755899
3592,0,1,17,0.8797,1.55,0.92,4.92,0.722712668542953,103.809915183333
