,order_id,store_branch_id,distance_km,shopper_id,on_demand,seniority,order_size,found_rate,picking_speed,accepted_rate,rating,total_minutes
6349,43103e5f37f03ed2ccd7c0eac251eb98,7ef605fc8dba5425d6965fbd4c8fbe1f,4.86861126770551,c7febef27c857e577a57bff878d8c62e,False,I,11,0.8725,1.33,0.92,4.48,57.3398316166667
6350,939b8406745e4b97e2ef957b4ebea921,7ef605fc8dba5425d6965fbd4c8fbe1f,1.1019857183440642,a052c47ab25d3fdeee550f525c474f23,True,M,9,0.8295,1.62,0.863636363636364,4.87,35.6644379666667
6351,1eed67f603c7c34b25b760ed75b18219,7ef605fc8dba5425d6965fbd4c8fbe1f,7.684042592983857,a052c47ab25d3fdeee550f525c474f23,True,M,6,0.8295,1.62,0.863636363636364,4.87,60.7827412
6352,47e52217cac7ed01a43fb54733049127,7ef605fc8dba5425d6965fbd4c8fbe1f,1.8759287922466659,a052c47ab25d3fdeee550f525c474f23,True,M,15,0.8295,1.62,0.863636363636364,4.87,44.5253777
6353,c0d7ef12d29012bd1d624daa30677803,7ef605fc8dba5425d6965fbd4c8fbe1f,5.138588898212319,a052c47ab25d3fdeee550f525c474f23,True,M,31,0.8295,1.62,0.863636363636364,4.87,82.88693805
6354,2f72c681242c301903ac31259dbfe778,7ef605fc8dba5425d6965fbd4c8fbe1f,5.158732997992883,a052c47ab25d3fdeee550f525c474f23,False,M,31,0.8295,1.62,0.863636363636364,4.87,66.99157645
6355,bbf8c882deb789b683dedfd65d0172a5,7ef605fc8dba5425d6965fbd4c8fbe1f,0.28375818060878943,a052c47ab25d3fdeee550f525c474f23,True,M,8,0.8295,1.62,0.863636363636364,4.87,36.6851918833333
6356,816299e0557612221e0fd859db728af2,7ef605fc8dba5425d6965fbd4c8fbe1f,0.36866894006284545,a052c47ab25d3fdeee550f525c474f23,True,M,8,0.8295,1.62,0.863636363636364,4.87,48.1752347833333
6357,a41e3f5d4ad4e72b47466a4531bba98f,7ef605fc8dba5425d6965fbd4c8fbe1f,2.2824838830259178,d52c3e1223b3d071025a89502ddc37a5,True,I,33,0.8552,1.12,0.96,4.96,66.1879946666667
6358,557867d34a16e442f2f68477692e5ee7,7ef605fc8dba5425d6965fbd4c8fbe1f,2.3651127930718547,d52c3e1223b3d071025a89502ddc37a5,True,I,15,0.8552,1.12,0.96,4.96,71.77729145
6359,d8536315d43b3f76b3f47d0c65586853,7ef605fc8dba5425d6965fbd4c8fbe1f,1.361371051613868,6282a6120ad0110e9477681d78fce7df,True,I,30,0.8677,1.17,0.96,4.84,60.6607605
6360,33e7dadcce7df12b12fcce3ec0fd0337,7ef605fc8dba5425d6965fbd4c8fbe1f,5.687842621944687,6282a6120ad0110e9477681d78fce7df,True,I,45,0.8677,1.17,0.96,4.84,110.020820133333
6361,613c561ab9ccfc284f0fab7e8c71d066,7ef605fc8dba5425d6965fbd4c8fbe1f,2.4924441136837507,6282a6120ad0110e9477681d78fce7df,True,I,40,0.8677,1.17,0.96,4.84,117.267185416667
6362,a5c3f7584bbbed4aedb3e83b5eefc02a,7ef605fc8dba5425d6965fbd4c8fbe1f,1.0279346228233601,6282a6120ad0110e9477681d78fce7df,True,I,16,0.8677,1.17,0.96,4.84,35.9736381
6363,37cb91485260ff9dbf5ac85b2b08b1f9,7ef605fc8dba5425d6965fbd4c8fbe1f,1.2644761932847417,84a989473a181ebfda7b2b21e8031d78,True,T,5,0.8562,2.83,0.96,4.6,31.9080194
6365,b8ecebed9915253959887d85777cb54a,7ef605fc8dba5425d6965fbd4c8fbe1f,6.170774368697991,84a989473a181ebfda7b2b21e8031d78,True,T,5,0.8562,2.83,0.96,4.6,63.3480093
6367,36fe60715b31a027787a7be1986249fd,7ef605fc8dba5425d6965fbd4c8fbe1f,1.9159498251100224,84a989473a181ebfda7b2b21e8031d78,True,T,8,0.8562,2.83,0.96,4.6,90.5332967333333
6368,c408fda0c2866810742e638323f957a1,7ef605fc8dba5425d6965fbd4c8fbe1f,1.0284597789615637,4dc5d3510ee0dde58dd8c876956863c8,True,I,27,0.8802,1.33,0.96,5.0,67.24553665
6369,3b95fff73fd12cf766de3825426ccaa5,7ef605fc8dba5425d6965fbd4c8fbe1f,1.3481671570021474,4dc5d3510ee0dde58dd8c876956863c8,True,I,27,0.8802,1.33,0.96,5.0,59.6669298166667
6370,b83ed508849749fcc1d477885c90a6cb,7ef605fc8dba5425d6965fbd4c8fbe1f,4.635949225085779,4dc5d3510ee0dde58dd8c876956863c8,False,I,29,0.8802,1.33,0.96,5.0,93.76253385
6372,5acb2e44b431f1edf275e0263976fb44,7ef605fc8dba5425d6965fbd4c8fbe1f,2.393989538291406,4dc5d3510ee0dde58dd8c876956863c8,True,I,28,0.8802,1.33,0.96,5.0,76.5187294833333
6373,95601b3e2f207c5606947eae35ff03d8,7ef605fc8dba5425d6965fbd4c8fbe1f,2.718065150215372,4dc5d3510ee0dde58dd8c876956863c8,True,I,56,0.8802,1.33,0.96,5.0,105.4895737
6374,bf2ac60847f16b37dda1c2243907c72c,7ef605fc8dba5425d6965fbd4c8fbe1f,0.4153960385801423,321f6840d6c2bb17bf95b045111f9028,True,I,27,0.8627,1.3,1.0,4.92,56.8239890666667
6376,97e5bc76afa0590861243cde820e67ed,7ef605fc8dba5425d6965fbd4c8fbe1f,8.627756218828752,321f6840d6c2bb17bf95b045111f9028,True,I,45,0.8627,1.3,1.0,4.92,115.719521766667
6377,522b14d30f5f93dc20cb1f681f8df3b0,7ef605fc8dba5425d6965fbd4c8fbe1f,5.720200991454618,321f6840d6c2bb17bf95b045111f9028,False,I,37,0.8627,1.3,1.0,4.92,94.4984910833333
6378,c0a537121b18d10bfc0c3d15477cb68c,7ef605fc8dba5425d6965fbd4c8fbe1f,1.7409955368748982,321f6840d6c2bb17bf95b045111f9028,True,I,30,0.8627,1.3,1.0,4.92,95.9862771
6379,27be17d8361c275d774c313d8371b131,7ef605fc8dba5425d6965fbd4c8fbe1f,2.8870784935598155,321f6840d6c2bb17bf95b045111f9028,True,I,15,0.8627,1.3,1.0,4.92,47.4753950166667
6380,51c0d022b92a0447375ca2b46fee6408,7ef605fc8dba5425d6965fbd4c8fbe1f,4.581464089226941,419d947ec61214070509e5a871cad0d0,False,I,1,0.8582,1.47,1.0,4.48,29.30710065
6381,2a3d6d28171ffda5d5dc0d527dfcbdbc,7ef605fc8dba5425d6965fbd4c8fbe1f,9.536332721589302,419d947ec61214070509e5a871cad0d0,True,I,17,0.8582,1.47,1.0,4.48,95.94809475
6382,28dd776963580a85c804ce4128539b54,7ef605fc8dba5425d6965fbd4c8fbe1f,1.080062714884856,adcd906cd4735919576b12d46b8106ed,True,I,9,0.8958,1.24,1.0,4.84,45.5450687166667
6383,8bf05b0a077a41070814e4afb982edd1,7ef605fc8dba5425d6965fbd4c8fbe1f,6.271203576905208,adcd906cd4735919576b12d46b8106ed,True,I,18,0.8958,1.24,1.0,4.84,93.0425647833333
6385,03add0ce1f61c737a5265bab2ff5ea56,7ef605fc8dba5425d6965fbd4c8fbe1f,9.80217346720229,adcd906cd4735919576b12d46b8106ed,True,I,15,0.8958,1.24,1.0,4.84,66.6794947333333
6387,4aa094cdda128fa9832794e3b99a3ec5,7ef605fc8dba5425d6965fbd4c8fbe1f,2.6875030622161344,dfb9ea9dd5ce5b905679854c6a50956e,False,I,24,0.869,1.45,1.0,4.92,60.4021340833333
6388,aecadf8b627c622501e185a647a721f1,7ef605fc8dba5425d6965fbd4c8fbe1f,4.667941449126311,dfb9ea9dd5ce5b905679854c6a50956e,False,I,22,0.869,1.45,1.0,4.92,55.6408576666667
6389,d6c2121bc0c349c611e27f6a8bdd32b5,7ef605fc8dba5425d6965fbd4c8fbe1f,4.657394037936452,dfb9ea9dd5ce5b905679854c6a50956e,False,I,30,0.869,1.45,1.0,4.92,75.4479551666667
6391,af143b10a820065dbd327e2d3865fab6,7ef605fc8dba5425d6965fbd4c8fbe1f,1.8708649586524475,8587b60380dd53e2fa9d38dcdd0404f2,True,I,26,0.8444,1.63,0.92,4.96,60.44041865
6392,d2d9b12591bef28e19664ad5b43f02cb,7ef605fc8dba5425d6965fbd4c8fbe1f,5.3328824183419306,8587b60380dd53e2fa9d38dcdd0404f2,True,I,36,0.8444,1.63,0.92,4.96,89.4480578666667
6393,f32f2ee7a958f72e4d5e3e0ff4215199,7ef605fc8dba5425d6965fbd4c8fbe1f,6.686393541422275,8587b60380dd53e2fa9d38dcdd0404f2,True,I,15,0.8444,1.63,0.92,4.96,90.6473891
6394,0f3355222450fad9dd17c829f8f70066,7ef605fc8dba5425d6965fbd4c8fbe1f,6.004547074501814,2f3141046baef286f9d6a6e5a39ac54f,False,I,38,0.8501,1.62,1.0,4.8,86.4849185833333
6395,b834f1a564f5aeafc7461906ea8290dc,7ef605fc8dba5425d6965fbd4c8fbe1f,6.250938391899262,2f3141046baef286f9d6a6e5a39ac54f,True,I,30,0.8501,1.62,1.0,4.8,126.741638816667
6396,65250725c215a0d7b9fa600f3722ef12,7ef605fc8dba5425d6965fbd4c8fbe1f,2.410744876131054,2f3141046baef286f9d6a6e5a39ac54f,False,I,27,0.8501,1.62,1.0,4.8,107.26572925
6397,cb4b06490e2307e7e80e8ac6ec704633,7ef605fc8dba5425d6965fbd4c8fbe1f,2.45390213259764,e826092f0ff4bc727a5095a4710dbd44,True,I,28,0.8596,1.43,0.92,4.72,66.0447156
6399,c782315a9d45c262ae0438efc3a221ca,7ef605fc8dba5425d6965fbd4c8fbe1f,2.938351175865039,e826092f0ff4bc727a5095a4710dbd44,True,I,13,0.8596,1.43,0.92,4.72,38.82038465
6401,ddc87cf9a7dd4ddf0019053b626f6341,7ef605fc8dba5425d6965fbd4c8fbe1f,6.39763071397407,12ce534e204ade906059100512f0a107,True,T,4,0.8291,2.09,0.96,4.68,80.9428373
6402,6516e48dc0e63a3fe90a1173010aa199,7ef605fc8dba5425d6965fbd4c8fbe1f,1.8251343583811497,639493556ef7cb028160e3b26c41c173,True,I,11,0.8619,1.27,1.0,4.91,44.8313303333333
6403,1bfac7e782f67e04dc77042dbc1dd1b1,7ef605fc8dba5425d6965fbd4c8fbe1f,1.9850291102256512,639493556ef7cb028160e3b26c41c173,True,I,19,0.8619,1.27,1.0,4.91,48.72642405
6404,3c775aa9dcb2f5808fc1860145a21e7b,7ef605fc8dba5425d6965fbd4c8fbe1f,4.8383233560713945,64f9dd7a96da3d8ab8e6dcc30e2122ea,True,I,22,0.9003,1.41,1.0,4.96,59.9151571
6405,a71f304e08c82133a0b698f0af88a3be,7ef605fc8dba5425d6965fbd4c8fbe1f,5.009272189399642,64f9dd7a96da3d8ab8e6dcc30e2122ea,True,I,13,0.9003,1.41,1.0,4.96,55.3358127166667
6406,8291ceb7da8944b804bb2c15979c672d,7ef605fc8dba5425d6965fbd4c8fbe1f,2.522321617275997,65f0c37f8a8cadd4a471fb842c7d3cbe,True,I,27,0.8865,1.27,1.0,4.64,87.897593
6407,1a4408e3988f4ca9dce62448f465e553,7ef605fc8dba5425d6965fbd4c8fbe1f,2.036900059822381,65f0c37f8a8cadd4a471fb842c7d3cbe,False,I,10,0.8865,1.27,1.0,4.64,33.4861164166667
6408,f6043d32c86072cbfca761017c8dbae4,7ef605fc8dba5425d6965fbd4c8fbe1f,4.722438605872684,65f0c37f8a8cadd4a471fb842c7d3cbe,True,I,33,0.8865,1.27,1.0,4.64,86.3465171166667
6410,a26839515f7bf0420848a989f9af1bfa,7ef605fc8dba5425d6965fbd4c8fbe1f,2.445005361475137,65f0c37f8a8cadd4a471fb842c7d3cbe,True,I,38,0.8865,1.27,1.0,4.64,79.3491195833333
6411,cb778152bd98017b032c45e7fab30ebd,7ef605fc8dba5425d6965fbd4c8fbe1f,11.862267081930094,744499879ff3b26d8839a3a1eff1fcae,False,I,14,0.8553,1.92,0.96,4.88,88.0846248666667
6412,f7fc3c35b0eeb5f655e90d4ef9f0028e,7ef605fc8dba5425d6965fbd4c8fbe1f,0.7450742891044776,744499879ff3b26d8839a3a1eff1fcae,True,I,19,0.8553,1.92,0.96,4.88,64.9679692666667
6415,16caa4602ac954f869502ecd91e9cb54,7ef605fc8dba5425d6965fbd4c8fbe1f,4.884072047198026,744499879ff3b26d8839a3a1eff1fcae,True,I,15,0.8553,1.92,0.96,4.88,47.6171271166667
6416,a912bfc39c0e04c6415e269529e8769a,7ef605fc8dba5425d6965fbd4c8fbe1f,3.715418768277331,d8a1d22c91ba4918ffab349ef90a3bf0,True,I,19,0.8389,1.21,0.96,4.72,57.3481220666667
6417,88471031c7cc2f754dfd2c36fc831b91,7ef605fc8dba5425d6965fbd4c8fbe1f,8.477375118190922,d8a1d22c91ba4918ffab349ef90a3bf0,True,I,26,0.8389,1.21,0.96,4.72,63.0433207166667
6418,c502bc98895074e0a80e1bc6c3e447a1,7ef605fc8dba5425d6965fbd4c8fbe1f,9.530201713075172,d8a1d22c91ba4918ffab349ef90a3bf0,True,I,29,0.8389,1.21,0.96,4.72,83.7281712666667
6421,730e8664eb99069750e8a250bba2df26,7ef605fc8dba5425d6965fbd4c8fbe1f,1.586970484159949,175640322f30c3b208b3b4b3c4de3a68,True,I,10,0.8769,1.67,0.96,4.88,56.8845427333333
6422,72dc72e02fede69dd57edc6cb0c622e6,7ef605fc8dba5425d6965fbd4c8fbe1f,2.461369522799499,175640322f30c3b208b3b4b3c4de3a68,True,I,18,0.8769,1.67,0.96,4.88,62.8912009666667
6423,62d593de6a14da3af0b0d0d2e6be4a3e,7ef605fc8dba5425d6965fbd4c8fbe1f,5.372132873506892,175640322f30c3b208b3b4b3c4de3a68,False,I,45,0.8769,1.67,0.96,4.88,112.222064833333
6424,78b8dd9a93c71572602581ba45f255a2,7ef605fc8dba5425d6965fbd4c8fbe1f,2.387810566057395,4291befb4bea54fd560d9e26adebcd2c,False,I,22,0.852,1.19,1.0,4.6,49.8521406166667
6425,d246451908a041716f5b23c4e9e236ed,7ef605fc8dba5425d6965fbd4c8fbe1f,4.77680161289865,4291befb4bea54fd560d9e26adebcd2c,True,I,64,0.852,1.19,1.0,4.6,135.57761445
6426,4dc6413143929ad4c751e049574dd1e3,7ef605fc8dba5425d6965fbd4c8fbe1f,1.9513997183983478,4291befb4bea54fd560d9e26adebcd2c,True,I,52,0.852,1.19,1.0,4.6,82.07100595
6427,aea16dbbb5667e1d98fb14b462836e76,7ef605fc8dba5425d6965fbd4c8fbe1f,2.449208533860587,4291befb4bea54fd560d9e26adebcd2c,True,I,25,0.852,1.19,1.0,4.6,50.7213951333333
6428,c976ade4b72944bae35aefc479c26d81,7ef605fc8dba5425d6965fbd4c8fbe1f,2.2386710252296833,4291befb4bea54fd560d9e26adebcd2c,True,I,23,0.852,1.19,1.0,4.6,43.5673012333333
6429,bce915af5c8379b569b1f7fe2360d005,7ef605fc8dba5425d6965fbd4c8fbe1f,2.2088912802713176,d94e93b48a40429f6e9911ccc3c5a80b,True,I,25,0.8584,1.63,1.0,4.76,67.0479299833333
6430,5fb41d883c25028851e562da7f5440b3,7ef605fc8dba5425d6965fbd4c8fbe1f,8.42436626195598,d94e93b48a40429f6e9911ccc3c5a80b,True,I,5,0.8584,1.63,1.0,4.76,69.1097206333333
6432,61d6b69a970f8229b206c8e25d1b7bbd,7ef605fc8dba5425d6965fbd4c8fbe1f,0.6494284583022731,d94e93b48a40429f6e9911ccc3c5a80b,False,I,40,0.8584,1.63,1.0,4.76,88.3887641833333
6433,dc97772575a97ddd9480a0377465e356,7ef605fc8dba5425d6965fbd4c8fbe1f,2.2458256130433916,d6449027077daa769c320a0d80d2abde,True,I,19,0.8834,1.49,1.0,4.84,67.0722815833333
6434,7fb604445355077fac696964c8f9dbcb,7ef605fc8dba5425d6965fbd4c8fbe1f,2.251152284168134,4cdeca2da0c58e6d15982377b3c0288a,True,I,11,0.8915,2.0,1.0,4.96,45.7034872666667
6435,5887af872b0f445836b13e7efbbfc9a9,7ef605fc8dba5425d6965fbd4c8fbe1f,1.5751891019901116,4cdeca2da0c58e6d15982377b3c0288a,False,I,44,0.8915,2.0,1.0,4.96,74.3214950333333
6436,1870ea0d00a523041a5c15486be1c8bf,7ef605fc8dba5425d6965fbd4c8fbe1f,7.374009401239448,4cdeca2da0c58e6d15982377b3c0288a,True,I,23,0.8915,2.0,1.0,4.96,72.8402735833333
6437,4a17fb978599f4033b0e1f4af998eb79,7ef605fc8dba5425d6965fbd4c8fbe1f,0.882385714752655,4cdeca2da0c58e6d15982377b3c0288a,False,I,12,0.8915,2.0,1.0,4.96,93.61945415
6439,26c1e2cd236291318a04cc9dd41f3722,7ef605fc8dba5425d6965fbd4c8fbe1f,2.405315253447171,4cdeca2da0c58e6d15982377b3c0288a,True,I,17,0.8915,2.0,1.0,4.96,59.24028575
6440,04b6088ba1a6c2bf0dea59c0a57da049,7ef605fc8dba5425d6965fbd4c8fbe1f,2.0564653952195453,4cdeca2da0c58e6d15982377b3c0288a,True,I,16,0.8915,2.0,1.0,4.96,71.3288182666667
6441,6c9fa0c73f98f36b2583f62ac9d7190b,7ef605fc8dba5425d6965fbd4c8fbe1f,2.383795937544821,4cdeca2da0c58e6d15982377b3c0288a,True,I,19,0.8915,2.0,1.0,4.96,65.39127025
6443,0efb9e406e844de347f8b815746d3d1a,7ef605fc8dba5425d6965fbd4c8fbe1f,7.175735380526012,e15d8fc70a8b8c6d7614d34cccfe227b,True,M,6,0.8624,2.5,0.84,4.96,70.2392987666667
6444,b4ffc856a078c278b2b079c3c01cc4ba,7ef605fc8dba5425d6965fbd4c8fbe1f,7.417147498310265,853afa796508bb92d2a0f9e20667d7db,False,I,65,0.8791,0.94,1.0,4.68,82.62199225
6445,dd57177ce3b13a0ec1a87af240b31d45,7ef605fc8dba5425d6965fbd4c8fbe1f,7.7115535814151475,287567b82e888473707397cee06ceb62,True,M,6,0.8726,3.57,1.0,4.8,78.0436812833333
6446,86523798fa090cb767b8b8eb4276416d,7ef605fc8dba5425d6965fbd4c8fbe1f,0.35823104626882507,287567b82e888473707397cee06ceb62,True,M,3,0.8726,3.57,1.0,4.8,48.44768705
6448,8a88d493aee7ef4041adbd2fd09db2d1,7ef605fc8dba5425d6965fbd4c8fbe1f,1.3814354783394638,4841ce637d8dc96cb7a8b290cdc424aa,True,T,5,0.8428,2.25,1.0,4.94,67.4437615666667
6450,d9575a04cff734396c74aa301c1bf587,7ef605fc8dba5425d6965fbd4c8fbe1f,2.1010469893411168,4841ce637d8dc96cb7a8b290cdc424aa,True,T,13,0.8428,2.25,1.0,4.94,59.17519135
6451,994169045c9889e48301f8101a7da55d,7ef605fc8dba5425d6965fbd4c8fbe1f,6.190304716020119,db8680eb55320ab5f987cffa04ed5bd0,False,T,41,0.8656,2.22,0.92,4.72,179.234207233333
6452,46481fb6d2fe91d0799daf1a50a590bc,7ef605fc8dba5425d6965fbd4c8fbe1f,0.6840927879369921,db8680eb55320ab5f987cffa04ed5bd0,True,T,9,0.8656,2.22,0.92,4.72,57.0891033
6453,0999341e6b22204101577a56bc342470,7ef605fc8dba5425d6965fbd4c8fbe1f,3.0377860440319187,db8680eb55320ab5f987cffa04ed5bd0,True,T,3,0.8656,2.22,0.92,4.72,42.0638395333333
6454,078f80ad84e9eba05686c0f32d0771f4,7ef605fc8dba5425d6965fbd4c8fbe1f,1.4566303232055613,6e290dbc12b236b0f16c8d4d182192c5,True,I,41,0.8651,1.51,0.96,4.84,82.0070071666667
6455,146e85473e0b7f4f4030baa7262075d6,7ef605fc8dba5425d6965fbd4c8fbe1f,1.0887825434728828,5568f82f6a18821431b9d617d26c6c23,True,M,9,0.8675,1.25,0.8,4.88,23.7846856333333
6456,766e61cfb162cb96ce3d0a98da884c24,7ef605fc8dba5425d6965fbd4c8fbe1f,3.4497963939848115,5568f82f6a18821431b9d617d26c6c23,True,M,5,0.8675,1.25,0.8,4.88,91.7176241333333
6457,540132862605e18e56a2e7f4badba2ae,7ef605fc8dba5425d6965fbd4c8fbe1f,5.591078186472935,5568f82f6a18821431b9d617d26c6c23,True,M,5,0.8675,1.25,0.8,4.88,56.0980736666667
6458,61d85b6ce2c4f3f2338a462aae70c71c,7ef605fc8dba5425d6965fbd4c8fbe1f,2.212697303481349,5568f82f6a18821431b9d617d26c6c23,True,M,4,0.8675,1.25,0.8,4.88,25.5995423333333
6459,b1e8689d0939672ac1b8926b81506f4d,7ef605fc8dba5425d6965fbd4c8fbe1f,7.150096528553405,bdd97217482b4b58b8ab3f7f3dd286b7,True,I,17,0.9035,1.5,1.0,4.72,80.5494729833333
6460,2bdbe1f0c8e9d4fbae555cb01401ec0b,7ef605fc8dba5425d6965fbd4c8fbe1f,2.0308032605901207,89dd96ccbc5f6e11e582d4fdf1ade66c,True,I,11,0.875,1.08,0.92,5.0,30.1010666833333
6461,bd687b18577452f6b8205137f5444004,7ef605fc8dba5425d6965fbd4c8fbe1f,1.4093602299500287,3f2e81f98995e2c1e9d3ced121c1d0ec,True,I,17,0.8623,0.88,0.92,4.92,37.73674825
6462,5c81db07eeb0e8914161872607f2a39f,7ef605fc8dba5425d6965fbd4c8fbe1f,0.35198990625918,3f2e81f98995e2c1e9d3ced121c1d0ec,True,I,42,0.8623,0.88,0.92,4.92,55.3857200333333
6463,de49c65a0fb67897a1a992f5206bd59a,7ef605fc8dba5425d6965fbd4c8fbe1f,8.650447702816281,32fac826c022dd56a6fbafa6bff97bcd,False,I,48,0.8629,0.9,1.0,4.84,106.687217433333
6464,b71b1d5df2d7c46be3e7b669ee07a027,7ef605fc8dba5425d6965fbd4c8fbe1f,0.7707320086485974,32fac826c022dd56a6fbafa6bff97bcd,True,I,15,0.8629,0.9,1.0,4.84,48.9669330833333
6465,b1f89f8687dcad9c88909c40515df1dd,7ef605fc8dba5425d6965fbd4c8fbe1f,2.3796346181378834,32fac826c022dd56a6fbafa6bff97bcd,False,I,13,0.8629,0.9,1.0,4.84,60.3895659833333
6466,939ee4f40778cfe5ad9e9796fd75d0cf,7ef605fc8dba5425d6965fbd4c8fbe1f,4.5579040214524245,eb673a067b45c5a31abeec47b70db19a,True,I,10,0.8705,1.47,0.96,4.88,60.3923286
6467,dc6eafdbf152fd54eaba97666da34133,7ef605fc8dba5425d6965fbd4c8fbe1f,3.700118650654087,eb673a067b45c5a31abeec47b70db19a,True,I,25,0.8705,1.47,0.96,4.88,71.7756676333333
6468,c907fc08d1c3b6204512ab61db4fb860,7ef605fc8dba5425d6965fbd4c8fbe1f,0.6112844355663497,eb673a067b45c5a31abeec47b70db19a,True,I,23,0.8705,1.47,0.96,4.88,66.4394954666667
6469,6416d1dccf7568c47a0bf646a78b2fac,7ef605fc8dba5425d6965fbd4c8fbe1f,2.445005361475137,2be96430b6bbb5d65ad85cce2e37f1e1,True,I,46,0.8363,1.28,1.0,4.92,69.1486893166667
6470,3376a7028715791bd1a8b1f8637d70ba,7ef605fc8dba5425d6965fbd4c8fbe1f,6.811824083314331,2be96430b6bbb5d65ad85cce2e37f1e1,False,I,31,0.8363,1.28,1.0,4.92,77.4336178
6471,69ece6b9862222b52cb2ae929cfa03af,7ef605fc8dba5425d6965fbd4c8fbe1f,0.947659244584615,a0ac4efea515519b760d18962752a2a9,True,I,72,0.856,1.33,0.96,4.92,148.217227716667
6472,f5f9e3d9bc5c749a82856c735970adb8,7ef605fc8dba5425d6965fbd4c8fbe1f,2.498056843195661,a0ac4efea515519b760d18962752a2a9,True,I,12,0.856,1.33,0.96,4.92,55.4508538166667
6473,4f4925c6c309181b38e2216d5237715a,7ef605fc8dba5425d6965fbd4c8fbe1f,4.335029422920328,a0ac4efea515519b760d18962752a2a9,True,I,11,0.856,1.33,0.96,4.92,61.3358023333333
6474,7ca45c57a239d53dc792f42dea896476,7ef605fc8dba5425d6965fbd4c8fbe1f,12.380047089490247,6452cd97b5774dc74d1f74508c8641c5,False,I,43,0.8365,1.43,1.0,4.92,129.777992433333
6475,d56bcbe8c6fe2389693fb01d32770d98,7ef605fc8dba5425d6965fbd4c8fbe1f,2.3445740952363567,6452cd97b5774dc74d1f74508c8641c5,True,I,13,0.8365,1.43,1.0,4.92,57.77479725
6476,d1dcf249216c9c588e842740661dd953,7ef605fc8dba5425d6965fbd4c8fbe1f,0.5337666576424177,6452cd97b5774dc74d1f74508c8641c5,True,I,9,0.8365,1.43,1.0,4.92,41.2183540333333
6477,0c28432604f1bd6d788c7f9d13aed5fc,7ef605fc8dba5425d6965fbd4c8fbe1f,0.7698693121408293,6452cd97b5774dc74d1f74508c8641c5,True,I,32,0.8365,1.43,1.0,4.92,69.2958852833333
6478,a0f8c97f6b673f3db60dd534486bb2db,7ef605fc8dba5425d6965fbd4c8fbe1f,2.3837959375239786,a6ffb1a8bb960b92b68cbb4044338d31,True,M,8,0.8583,1.29,0.84,4.96,48.02791805
6479,e588183cffa2570311a89cecd33b3a76,7ef605fc8dba5425d6965fbd4c8fbe1f,2.1072816795457188,a6ffb1a8bb960b92b68cbb4044338d31,True,M,24,0.8583,1.29,0.84,4.96,63.4242728833333
6483,2ecd09682595ceb1031dcdca0e80d39e,7ef605fc8dba5425d6965fbd4c8fbe1f,1.211667891674953,4fa77869d4b00642934db29c81fa75ee,True,T,6,0.9094,2.33,0.96,4.52,60.0387492333333
6484,0d9b3cced8b22a7f18a8ff83b71ef4c4,7ef605fc8dba5425d6965fbd4c8fbe1f,1.425551945156053,6fa93e6c8e2225fc8efa6683c9f93e1c,True,I,15,0.8719,1.62,1.0,4.88,61.4746482166667
6485,ee553abb213bf9120435dd85304634ec,7ef605fc8dba5425d6965fbd4c8fbe1f,1.4484657323818915,6fa93e6c8e2225fc8efa6683c9f93e1c,True,I,10,0.8719,1.62,1.0,4.88,40.2310962
6487,a15fb8665f960fd6bfe73baa01927dc2,7ef605fc8dba5425d6965fbd4c8fbe1f,7.9978220543752405,dfdbbb7b8aae35c78b2b3d4efa4a3e6a,False,I,33,0.9015,1.38,1.0,4.56,74.0875574666667
6488,035bd4d9b39c47dfbe4bade05cc25cd7,7ef605fc8dba5425d6965fbd4c8fbe1f,11.72511247665163,dfdbbb7b8aae35c78b2b3d4efa4a3e6a,True,I,10,0.9015,1.38,1.0,4.56,56.2187467666667
6489,94a1c2b735da165ef210cfb051566e7c,7ef605fc8dba5425d6965fbd4c8fbe1f,2.096104339804374,dfdbbb7b8aae35c78b2b3d4efa4a3e6a,True,I,16,0.9015,1.38,1.0,4.56,64.5165746166667
6490,5573b5f293924c44a660a16ac19375e5,7ef605fc8dba5425d6965fbd4c8fbe1f,2.4522419980058467,1209334a28dbf06a7072e8abfba352fa,False,M,7,0.8536,1.62,0.8,5.0,53.1156192333333
6491,23ca350c79c0dbc70a482853848a8c26,7ef605fc8dba5425d6965fbd4c8fbe1f,3.432373531905895,1209334a28dbf06a7072e8abfba352fa,True,M,11,0.8536,1.62,0.8,5.0,52.8285191833333
6493,b9b26e102647999d41e94108f0c18e90,7ef605fc8dba5425d6965fbd4c8fbe1f,5.871230631914408,1209334a28dbf06a7072e8abfba352fa,True,M,12,0.8536,1.62,0.8,5.0,57.4795689833333
6495,c4f0aab3e821a7abdc4e924a1b8b5173,7ef605fc8dba5425d6965fbd4c8fbe1f,7.163801189667504,40602babaf1c8ce00844e70483311776,False,I,27,0.8522,1.0,1.0,4.8,58.8733067166667
6496,540ee59c558f70a4590f3573f000a270,7ef605fc8dba5425d6965fbd4c8fbe1f,2.4335434329941923,0a682da3f3506cd03d131a15d096db75,True,M,52,0.8811,1.12,0.84,4.87,105.7437714
6497,3166cae9c0fd30dbd9b326da072654aa,7ef605fc8dba5425d6965fbd4c8fbe1f,7.292063758588669,b44870d306cbad8dd4310bc86f8d72ed,False,I,78,0.8824,1.0,0.96,4.88,164.579521033333
